City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
254,Labuhan,ID,-6.8844,112.2051,81.82,79,100,2.75,overcast clouds,2022-03-24 00:53:51
255,Jasper,US,37.2001,-94.3502,40.68,82,100,1.99,overcast clouds,2022-03-24 00:53:52
256,Hamilton,US,39.1834,-84.5333,60.75,69,40,17.27,scattered clouds,2022-03-24 00:49:53
257,Grenaa,DK,56.4158,10.8783,37.6,78,6,7.43,clear sky,2022-03-24 00:53:52
258,Tautira,PF,-17.7333,-149.15,80.71,73,99,11.34,light rain,2022-03-24 00:53:52
259,Tessalit,ML,20.1986,1.0114,70.99,10,0,5.79,clear sky,2022-03-24 00:53:53
260,Katobu,ID,-4.9408,122.5276,83.89,70,89,1.41,overcast clouds,2022-03-24 00:53:53
261,Vysokogornyy,RU,50.1167,139.15,29.41,74,84,2.37,broken clouds,2022-03-24 00:53:53
262,Charleville-Mezieres,FR,49.7667,4.7167,45.45,70,0,4.32,clear sky,2022-03-24 00:52:28
263,Vaitape,PF,-16.5167,-151.75,81.0,73,100,9.1,light rain,2022-03-24 00:53:54
264,Maceio,BR,-9.6658,-35.7353,76.44,88,40,0.0,scattered clouds,2022-03-24 00:53:00
265,Payo,ID,-3.7508,103.6372,78.78,71,28,0.25,scattered clouds,2022-03-24 00:53:54
266,Palauig,PH,15.435,119.9045,84.69,66,96,1.7,overcast clouds,2022-03-24 00:53:54
267,Oyama,JP,36.3,139.8,46.58,45,1,3.71,clear sky,2022-03-24 00:53:55
268,San Cristobal,VE,7.7669,-72.225,75.38,70,13,1.45,few clouds,2022-03-24 00:53:55
269,Ahuimanu,US,21.4447,-157.8378,80.37,67,40,16.11,scattered clouds,2022-03-24 00:53:55
270,Polyarnyy,RU,69.1989,33.4478,25.7,92,98,20.47,light snow,2022-03-24 00:54:00
271,Rocha,UY,-34.4833,-54.3333,71.56,80,100,10.16,moderate rain,2022-03-24 00:51:27
272,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,31.93,90,100,10.94,overcast clouds,2022-03-24 00:54:00
273,Kaitangata,NZ,-46.2817,169.8464,63.73,51,8,12.5,clear sky,2022-03-24 00:54:01
274,Chekhov,RU,55.1431,37.4711,26.85,97,100,4.29,overcast clouds,2022-03-24 00:54:01
275,Clyde River,CA,70.4692,-68.5914,-3.77,84,100,2.3,light snow,2022-03-24 00:54:01
276,Salalah,OM,17.0151,54.0924,73.09,48,8,2.51,clear sky,2022-03-24 00:54:02
277,Providencia,MX,28.7167,-111.5833,87.42,9,0,14.94,clear sky,2022-03-24 00:54:02
278,Nouadhibou,MR,20.931,-17.0347,62.58,82,0,21.85,sand,2022-03-24 00:54:02
279,Riyadh,SA,24.6877,46.7219,69.94,15,2,1.57,clear sky,2022-03-24 00:53:21
280,Sabzevar,IR,36.2126,57.6819,44.71,66,26,8.21,scattered clouds,2022-03-24 00:54:03
281,Roald,NO,62.5833,6.1333,50.92,66,20,12.66,few clouds,2022-03-24 00:54:03
282,Severo-Kurilsk,RU,50.6789,156.125,31.8,70,77,10.49,broken clouds,2022-03-24 00:54:03
283,Rio Grande,BR,-32.035,-52.0986,70.95,75,100,14.63,overcast clouds,2022-03-24 00:54:04
284,Acapulco,MX,16.8634,-99.8901,77.38,67,6,5.46,clear sky,2022-03-24 00:50:11
285,Urumqi,CN,43.801,87.6005,25.75,80,0,6.71,clear sky,2022-03-24 00:54:04
286,Ranong,TH,9.9658,98.6348,80.53,87,100,1.81,overcast clouds,2022-03-24 00:54:04
287,Krasavino,RU,60.9614,46.4814,31.46,93,100,7.23,overcast clouds,2022-03-24 00:54:05
288,Isangel,VU,-19.55,169.2667,86.11,79,100,4.61,overcast clouds,2022-03-24 00:54:05
289,Zambezi,ZM,-13.5432,23.1047,63.73,97,100,3.0,overcast clouds,2022-03-24 00:54:05
290,Ponta Do Sol,PT,32.6667,-17.1,59.72,66,24,11.14,few clouds,2022-03-24 00:54:06
291,Bukavu,CD,-2.5083,28.8608,58.91,95,5,1.66,clear sky,2022-03-24 00:54:06
292,Surenavan,AM,39.75,44.8,35.58,73,100,5.06,overcast clouds,2022-03-24 00:54:06
293,Worland,US,44.0169,-107.9554,60.15,34,13,1.99,few clouds,2022-03-24 00:54:07
294,San Carlos,VE,9.6612,-68.5827,79.65,59,88,5.28,overcast clouds,2022-03-24 00:54:07
295,Taguing,PH,17.9447,121.7589,80.24,81,33,4.18,scattered clouds,2022-03-24 00:54:07
296,Kloulklubed,PW,7.0419,134.2556,77.5,77,100,13.73,overcast clouds,2022-03-24 00:54:08
297,Iskenderun,TR,36.5872,36.1735,46.89,88,100,5.77,light rain,2022-03-24 00:54:08
298,Altensteig,DE,48.5833,8.6,39.96,65,1,0.89,clear sky,2022-03-24 00:54:08
299,Cherskiy,RU,68.75,161.3,17.55,91,100,3.56,overcast clouds,2022-03-24 00:54:09
300,Buchanan,LR,5.8808,-10.0467,78.75,88,79,3.49,broken clouds,2022-03-24 00:54:09
301,Saint-Joseph,RE,-21.3667,55.6167,75.58,81,39,10.2,scattered clouds,2022-03-24 00:54:09
302,Olafsvik,IS,64.8945,-23.7142,42.12,99,100,12.33,light rain,2022-03-24 00:54:10
303,Ca Mau,VN,9.1769,105.15,84.07,71,10,5.93,clear sky,2022-03-24 00:54:10
304,Iida,JP,35.5197,137.8207,45.79,62,6,3.15,clear sky,2022-03-24 00:54:10
305,Timbiqui,CO,2.7717,-77.6654,76.3,93,100,2.3,moderate rain,2022-03-24 00:54:10
306,Ust-Kuyga,RU,70.0167,135.6,7.86,90,100,4.92,overcast clouds,2022-03-24 00:54:11
307,Jumla,NP,29.2747,82.1838,42.8,53,0,4.23,clear sky,2022-03-24 00:54:11
308,Kargasok,RU,59.0556,80.8572,15.73,96,100,4.9,overcast clouds,2022-03-24 00:54:11
309,Alamosa,US,37.4695,-105.87,42.35,23,0,13.58,clear sky,2022-03-24 00:54:12
310,Novyy Urengoy,RU,66.0833,76.6333,9.23,95,100,11.39,overcast clouds,2022-03-24 00:54:12
311,Port Shepstone,ZA,-30.7414,30.455,70.2,80,11,5.28,few clouds,2022-03-24 00:54:12
312,Quelimane,MZ,-17.8786,36.8883,76.95,88,20,0.0,few clouds,2022-03-24 00:54:13
313,Marivan,IR,35.5219,46.176,46.31,61,77,5.93,broken clouds,2022-03-24 00:54:13
314,Tura,IN,25.5198,90.2201,74.17,52,0,6.89,clear sky,2022-03-24 00:50:45
315,Ngunguru,NZ,-35.6167,174.5,72.84,65,0,18.97,clear sky,2022-03-24 00:54:13
316,Ringas,IN,27.35,75.5667,69.66,32,0,8.63,clear sky,2022-03-24 00:54:14
317,Shache,CN,38.4167,77.2406,49.71,27,24,8.81,few clouds,2022-03-24 00:54:14
318,Biga,TR,40.2281,27.2422,41.05,88,39,6.29,scattered clouds,2022-03-24 00:54:14
319,Xiongzhou,CN,25.1167,114.3,54.77,93,100,1.77,overcast clouds,2022-03-24 00:54:15
320,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,80,0,20.71,clear sky,2022-03-24 00:54:15
321,Hualmay,PE,-11.0964,-77.6139,69.73,84,79,9.28,broken clouds,2022-03-24 00:54:15
322,Staroshcherbinovskaya,RU,46.6311,38.6742,33.15,62,0,9.75,clear sky,2022-03-24 00:54:16
323,Lasa,IT,46.6166,10.7002,40.08,57,0,1.03,clear sky,2022-03-24 00:54:16
324,Ibra,OM,22.6906,58.5334,69.51,38,0,2.37,clear sky,2022-03-24 00:54:16
325,Plouzane,FR,48.3833,-4.6167,43.12,87,0,6.91,clear sky,2022-03-24 00:54:17
326,Princeton,US,25.5384,-80.4089,79.02,83,20,5.75,few clouds,2022-03-24 00:54:17
327,Mahon,ES,39.8885,4.2658,54.16,87,100,16.11,light intensity drizzle,2022-03-24 00:54:17
328,Eldorado,BR,-23.7869,-54.2836,75.67,75,12,7.72,few clouds,2022-03-24 00:54:17
329,Bilma,NE,18.6853,12.9164,66.85,16,6,10.63,clear sky,2022-03-24 00:54:18
330,Rio Gallegos,AR,-51.6226,-69.2181,46.45,76,0,6.91,clear sky,2022-03-24 00:54:18
331,Huarmey,PE,-10.0681,-78.1522,70.56,83,99,9.22,overcast clouds,2022-03-24 00:54:18
332,San Ignacio,BZ,17.1561,-89.0714,84.34,70,0,11.5,clear sky,2022-03-24 00:54:19
333,Muros,ES,42.7762,-9.0603,53.17,90,61,7.99,broken clouds,2022-03-24 00:54:19
334,Buraydah,SA,26.326,43.975,64.85,17,0,9.64,clear sky,2022-03-24 00:54:19
335,Saint-Augustin,CA,51.226,-58.6502,26.44,72,19,25.93,few clouds,2022-03-24 00:54:20
336,Seddon,AU,-37.8068,144.8916,69.13,57,40,6.91,scattered clouds,2022-03-24 00:54:20
337,Ekhabi,RU,53.5102,142.9671,24.66,76,3,8.79,clear sky,2022-03-24 00:54:20
338,Verkhnetulomskiy,RU,68.6073,31.7962,26.73,92,100,9.37,overcast clouds,2022-03-24 00:54:21
339,Kagoro,NG,9.6,8.3833,74.5,20,100,4.94,overcast clouds,2022-03-24 00:54:21
340,Ballina,AU,-28.8667,153.5667,81.01,75,23,8.05,few clouds,2022-03-24 00:54:21
341,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.33,77,2,7.47,clear sky,2022-03-24 00:49:53
342,Marmashen,AM,40.8349,43.7779,27.28,54,75,26.46,broken clouds,2022-03-24 00:54:22
343,Fort Nelson,CA,58.8053,-122.7002,33.39,75,75,3.44,broken clouds,2022-03-24 00:54:22
344,Clayton,US,33.5335,-84.3666,71.96,60,20,9.22,few clouds,2022-03-24 00:50:33
345,Hervey Bay,AU,-25.2986,152.8535,76.73,56,0,3.18,clear sky,2022-03-24 00:51:50
346,Nanchong,CN,30.7951,106.0847,59.11,73,67,4.34,broken clouds,2022-03-24 00:52:39
347,Simoes,BR,-7.5989,-40.8178,70.84,93,90,9.1,overcast clouds,2022-03-24 00:54:23
348,Tiznit,MA,29.5833,-9.5,50.56,75,65,11.61,broken clouds,2022-03-24 00:54:23
349,Kimparana,ML,12.8347,-4.9244,86.04,12,20,7.27,few clouds,2022-03-24 00:54:23
350,Celestun,MX,20.8667,-90.4,78.67,82,35,12.1,scattered clouds,2022-03-24 00:54:24
351,Boguchany,RU,58.3814,97.4531,19.38,93,100,5.23,overcast clouds,2022-03-24 00:54:24
352,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,0,3.44,clear sky,2022-03-24 00:54:24
353,Roswell,US,34.0232,-84.3616,71.49,55,20,13.8,few clouds,2022-03-24 00:51:29
354,Nome,US,64.5011,-165.4064,23.16,52,0,13.2,clear sky,2022-03-24 00:54:25
355,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.49,84,98,10.0,overcast clouds,2022-03-24 00:53:42
356,Thinadhoo,MV,0.5333,72.9333,83.25,66,0,15.99,clear sky,2022-03-24 00:54:25
357,Ransang,PH,8.9603,117.5828,83.57,69,100,1.99,overcast clouds,2022-03-24 00:54:25
358,Muroto,JP,33.2833,134.15,53.4,62,3,6.08,clear sky,2022-03-24 00:54:26
359,Galle,LK,6.0367,80.217,79.77,76,100,5.7,overcast clouds,2022-03-24 00:54:26
360,Rosario,AR,-32.9468,-60.6393,72.07,98,100,3.44,overcast clouds,2022-03-24 00:53:29
361,San Antero,CO,9.3741,-75.7589,81.19,77,15,7.78,few clouds,2022-03-24 00:54:26
362,Kichera,RU,55.9375,110.0997,20.5,76,100,3.91,overcast clouds,2022-03-24 00:54:27
363,Black River,JM,18.0264,-77.8487,77.14,79,5,8.84,clear sky,2022-03-24 00:54:27
364,Santa Barbara,US,34.7333,-120.0343,80.35,36,0,11.5,clear sky,2022-03-24 00:54:27
365,Clarence Town,AU,-32.5833,151.7833,66.85,97,100,4.09,light rain,2022-03-24 00:54:28
366,Didwana,IN,27.4,74.5667,71.6,33,0,10.29,clear sky,2022-03-24 00:54:28
367,Manokwari,ID,-0.8667,134.0833,80.4,82,100,1.07,heavy intensity rain,2022-03-24 00:54:28
368,Owando,CG,-0.4819,15.8999,73.0,70,38,1.05,scattered clouds,2022-03-24 00:54:29
369,Doha,QA,25.2867,51.5333,76.89,53,0,5.75,clear sky,2022-03-24 00:54:29
370,Aksu,CN,41.1231,80.2644,47.43,47,100,1.92,overcast clouds,2022-03-24 00:54:29
371,Sobolevo,RU,54.4299,31.8996,33.06,97,100,2.04,light snow,2022-03-24 00:54:30
372,Makakilo City,US,21.3469,-158.0858,79.2,61,75,12.66,broken clouds,2022-03-24 00:54:30
373,San Jeronimo,PE,-11.9472,-75.2829,50.88,83,99,3.83,overcast clouds,2022-03-24 00:54:30
374,Port Pirie,AU,-33.1833,138.0167,66.29,39,9,6.31,clear sky,2022-03-24 00:54:30
375,Stokmarknes,NO,68.5646,14.9108,33.78,75,75,10.36,broken clouds,2022-03-24 00:54:31
376,Kidal,ML,18.4411,1.4078,77.76,6,2,8.88,clear sky,2022-03-24 00:54:31
377,Chegdomyn,RU,51.1167,133.0167,24.19,87,95,2.42,overcast clouds,2022-03-24 00:54:32
378,Sur,OM,22.5667,59.5289,78.96,39,0,4.59,clear sky,2022-03-24 00:54:32
379,Road Town,VG,18.4167,-64.6167,77.04,78,40,13.8,scattered clouds,2022-03-24 00:54:00
380,Karasjok,NO,69.4719,25.5112,13.73,92,88,7.78,overcast clouds,2022-03-24 00:54:32
381,Tommot,RU,58.9564,126.2925,21.96,84,84,2.15,broken clouds,2022-03-24 00:54:33
382,Inhambane,MZ,-23.865,35.3833,72.5,87,8,1.3,clear sky,2022-03-24 00:54:33
383,Rock Springs,US,41.5875,-109.2029,49.05,53,2,17.31,clear sky,2022-03-24 00:54:33
384,Puerto Escondido,MX,15.85,-97.0667,80.19,77,4,2.59,clear sky,2022-03-24 00:54:34
385,Marawi,PH,7.9986,124.2928,76.19,73,58,3.6,broken clouds,2022-03-24 00:54:34
386,Gimli,CA,50.6336,-96.9907,37.42,65,13,6.91,few clouds,2022-03-24 00:54:34
387,Bandundu,CD,-3.3167,17.3667,73.18,78,80,2.1,broken clouds,2022-03-24 00:54:35
388,Belem De Sao Francisco,BR,-8.7539,-38.9658,76.28,80,75,17.38,light rain,2022-03-24 00:54:35
389,Diego De Almagro,CL,-26.3667,-70.05,63.34,49,0,1.7,clear sky,2022-03-24 00:54:35
390,La Roche-Sur-Yon,FR,46.6667,-1.4333,43.07,65,0,5.75,clear sky,2022-03-24 00:54:36
391,Novomalorossiyskaya,RU,45.6348,39.8948,31.53,63,59,14.72,broken clouds,2022-03-24 00:54:36
392,Pangody,RU,65.85,74.4859,9.72,98,95,6.8,overcast clouds,2022-03-24 00:54:36
393,Nabire,ID,-3.3667,135.4833,84.25,67,66,1.63,broken clouds,2022-03-24 00:54:36
394,Zeya,RU,53.75,127.2667,26.58,87,88,3.69,overcast clouds,2022-03-24 00:54:37
395,Bilibino,RU,68.0546,166.4372,18.14,86,100,2.08,overcast clouds,2022-03-24 00:54:37
396,Innisfail,AU,-17.5333,146.0333,81.59,66,27,6.38,scattered clouds,2022-03-24 00:54:37
397,Chapais,CA,49.7834,-74.8492,31.78,90,100,7.02,overcast clouds,2022-03-24 00:54:38
398,Cairo,EG,30.0626,31.2497,54.36,46,20,12.66,few clouds,2022-03-24 00:54:38
399,Tete,MZ,-16.1564,33.5867,71.69,100,20,2.3,few clouds,2022-03-24 00:54:38
400,Kushima,JP,31.4583,131.2333,57.16,71,7,2.39,clear sky,2022-03-24 00:54:39
401,Hirara,JP,24.8,125.2833,69.66,73,75,10.36,broken clouds,2022-03-24 00:54:39
402,Peniche,PT,39.3558,-9.3811,55.29,83,53,22.46,broken clouds,2022-03-24 00:54:39
403,Manono,CD,-7.3,27.4167,67.44,94,91,2.8,overcast clouds,2022-03-24 00:54:40
404,Latung,PH,5.5,120.8833,81.64,76,100,4.65,overcast clouds,2022-03-24 00:54:40
405,Cap-Aux-Meules,CA,47.3821,-61.8597,30.22,80,0,12.66,clear sky,2022-03-24 00:54:40
406,Ylojarvi,FI,61.5563,23.5961,32.95,89,0,5.75,clear sky,2022-03-24 00:54:41
407,Vao,NC,-22.6667,167.4833,77.34,64,16,13.42,few clouds,2022-03-24 00:54:41
408,Port Hawkesbury,CA,45.6169,-61.3485,32.18,82,40,8.99,scattered clouds,2022-03-24 00:54:41
409,Sambava,MG,-14.2667,50.1667,76.19,89,11,6.87,few clouds,2022-03-24 00:54:21
410,Kavieng,PG,-2.5744,150.7967,84.51,70,100,10.09,overcast clouds,2022-03-24 00:54:42
411,Ichinohe,JP,40.2069,141.3017,41.74,74,28,3.89,scattered clouds,2022-03-24 00:54:42
412,Kerman,IR,30.2832,57.0788,46.26,31,0,4.61,clear sky,2022-03-24 00:54:42
413,Hernani,ES,43.2662,-1.9762,55.0,58,0,5.75,clear sky,2022-03-24 00:54:43
414,Kiomboi,TZ,-4.2667,34.3667,59.94,78,71,4.76,broken clouds,2022-03-24 00:54:43
415,Delemont,CH,47.3649,7.3445,43.97,84,0,1.7,clear sky,2022-03-24 00:54:43
416,Ostrovnoy,RU,68.0531,39.5131,26.76,96,100,18.66,light snow,2022-03-24 00:54:44
417,Flinders,AU,-34.5833,150.8552,70.18,81,100,1.99,light rain,2022-03-24 00:54:44
418,Mandalgovi,MN,45.7625,106.2708,26.02,37,0,25.46,clear sky,2022-03-24 00:54:44
419,Zaysan,KZ,47.4667,84.8667,19.72,74,100,8.97,overcast clouds,2022-03-24 00:54:45
420,Honningsvag,NO,70.9821,25.9704,28.15,64,100,23.02,overcast clouds,2022-03-24 00:54:45
421,Dandong,CN,40.1292,124.3947,45.19,72,26,4.94,scattered clouds,2022-03-24 00:54:45
422,Cozumel,MX,20.5083,-86.9458,81.95,81,4,4.0,clear sky,2022-03-24 00:54:46
423,Mandali,IQ,33.7499,45.5541,55.11,60,100,17.63,overcast clouds,2022-03-24 00:54:46
424,Touros,BR,-5.1989,-35.4608,80.64,79,100,11.45,overcast clouds,2022-03-24 00:54:46
425,Grants,US,35.1473,-107.8514,50.23,13,0,18.41,clear sky,2022-03-24 00:54:47
426,Fukagawa,JP,43.7081,142.0392,33.85,71,100,2.04,overcast clouds,2022-03-24 00:54:47
427,Nakhon Phanom,TH,17.3333,104.4167,76.68,76,91,6.93,overcast clouds,2022-03-24 00:54:48
428,Paamiut,GL,61.994,-49.6678,8.35,86,28,6.22,scattered clouds,2022-03-24 00:54:48
429,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,94,75,4.23,broken clouds,2022-03-24 00:52:05
430,Santander Jimenez,MX,24.2167,-98.4667,64.42,36,0,13.22,clear sky,2022-03-24 00:54:48
431,Kruisfontein,ZA,-34.0033,24.7314,63.88,81,100,6.96,overcast clouds,2022-03-24 00:54:49
432,Puerto Colombia,CO,10.9878,-74.9547,80.69,81,12,25.3,few clouds,2022-03-24 00:54:49
433,Naze,JP,28.3667,129.4833,63.52,60,100,15.95,overcast clouds,2022-03-24 00:54:49
434,Dzilam Gonzalez,MX,21.2833,-88.9333,78.21,79,99,5.5,overcast clouds,2022-03-24 00:54:50
435,Sullana,PE,-4.9039,-80.6853,79.84,50,92,18.88,overcast clouds,2022-03-24 00:54:50
436,Kalmar,SE,56.6616,16.3616,33.96,86,0,1.01,clear sky,2022-03-24 00:54:50
437,Shimoda,JP,34.6667,138.95,48.56,73,61,4.81,broken clouds,2022-03-24 00:54:51
438,Cairns,AU,-16.9167,145.7667,88.11,63,67,8.05,broken clouds,2022-03-24 00:51:29
439,Prince Rupert,CA,54.3161,-130.3201,46.49,66,75,10.36,broken clouds,2022-03-24 00:54:51
440,Sayyan,YE,15.1718,44.3244,58.46,63,25,2.44,scattered clouds,2022-03-24 00:54:51
441,Krasnokamensk,RU,50.0979,118.0369,26.82,55,72,5.46,broken clouds,2022-03-24 00:54:52
442,Richards Bay,ZA,-28.783,32.0377,70.65,77,0,11.43,clear sky,2022-03-24 00:54:52
443,Khandyga,RU,62.6667,135.6,7.92,92,100,2.91,overcast clouds,2022-03-24 00:54:52
444,Ifakara,TZ,-8.1333,36.6833,69.96,98,33,1.77,scattered clouds,2022-03-24 00:54:53
445,Muisne,EC,0.6,-80.0333,77.58,89,100,6.42,overcast clouds,2022-03-24 00:54:53
446,Pilar,BR,-9.5972,-35.9567,75.13,87,84,4.12,broken clouds,2022-03-24 00:54:53
447,Namibe,AO,-15.1961,12.1522,73.9,85,85,4.92,overcast clouds,2022-03-24 00:54:54
448,Abnub,EG,27.2696,31.1511,48.42,32,0,6.46,clear sky,2022-03-24 00:54:54
449,Victor Harbor,AU,-35.5667,138.6167,66.0,61,92,8.23,overcast clouds,2022-03-24 00:54:54
450,Tabou,CI,4.423,-7.3528,79.47,88,74,2.75,broken clouds,2022-03-24 00:54:55
451,Taga,RO,46.95,24.05,39.52,65,0,1.72,clear sky,2022-03-24 00:54:55
452,Balatonfoldvar,HU,46.8526,17.8812,48.96,26,0,4.0,clear sky,2022-03-24 00:54:55
453,Turayf,SA,31.6725,38.6637,41.25,70,0,4.61,clear sky,2022-03-24 00:54:56
454,Kiama,AU,-34.6833,150.8667,70.38,82,100,5.01,light rain,2022-03-24 00:54:56
455,Illapel,CL,-31.6308,-71.1653,62.55,69,0,3.22,clear sky,2022-03-24 00:54:56
456,Shenjiamen,CN,29.9576,122.298,52.92,70,0,12.82,clear sky,2022-03-24 00:54:57
457,Caibarien,CU,22.5206,-79.4669,72.72,73,67,14.36,broken clouds,2022-03-24 00:54:57
458,Alofi,NU,-19.0595,-169.9187,80.49,89,75,4.61,broken clouds,2022-03-24 00:54:57
459,Falam,MM,22.9167,93.6833,63.5,52,22,2.42,few clouds,2022-03-24 00:54:58
460,Kodinsk,RU,58.6881,99.1844,14.23,95,100,4.18,overcast clouds,2022-03-24 00:54:58
461,Kirkuk,IQ,35.4681,44.3922,48.92,71,65,11.83,broken clouds,2022-03-24 00:52:17
462,Minsk,BY,53.9,27.5667,37.15,81,13,14.36,few clouds,2022-03-24 00:53:44
463,Svetlogorsk,BY,52.6333,29.7333,40.19,73,4,12.06,clear sky,2022-03-24 00:54:58
464,Nieuwpoort,BE,51.1244,2.7735,50.45,78,0,1.14,clear sky,2022-03-24 00:54:59
465,Brae,GB,60.3964,-1.353,47.73,87,77,9.8,broken clouds,2022-03-24 00:54:59
466,Voh,NC,-20.9667,164.7,82.24,73,90,6.62,overcast clouds,2022-03-24 00:54:59
467,Plettenberg Bay,ZA,-34.0527,23.3716,66.97,87,64,6.67,light rain,2022-03-24 00:55:00
468,Ust-Kan,RU,50.9276,84.761,12.09,89,96,8.59,overcast clouds,2022-03-24 00:55:00
469,Hambantota,LK,6.1241,81.1185,77.34,100,75,3.44,broken clouds,2022-03-24 00:55:01
470,Snyder,US,32.7179,-100.9176,54.32,24,40,13.8,scattered clouds,2022-03-24 00:55:01
471,Orbetello,IT,42.4408,11.2196,46.71,58,0,2.95,clear sky,2022-03-24 00:55:01
472,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.04,98,100,2.8,overcast clouds,2022-03-24 00:55:02
473,San Patricio,US,28.017,-97.5169,69.55,31,58,6.31,broken clouds,2022-03-24 00:55:02
474,Zhenlai,CN,45.8495,123.2973,39.92,36,12,3.33,few clouds,2022-03-24 00:55:02
475,Oussouye,SN,12.485,-16.5469,69.98,74,2,7.43,clear sky,2022-03-24 00:55:02
476,Mirebalais,HT,18.8333,-72.1053,81.32,61,100,3.8,overcast clouds,2022-03-24 00:55:03
477,Lighthouse Point,US,26.2756,-80.0873,79.05,85,13,3.0,few clouds,2022-03-24 00:55:03
478,Rodrigues Alves,BR,-7.738,-72.6509,74.61,99,100,2.89,overcast clouds,2022-03-24 00:55:03
479,Avera,US,33.194,-82.5271,72.91,95,65,12.33,broken clouds,2022-03-24 00:51:25
480,Kuchaman,IN,27.15,74.85,70.86,35,0,10.36,clear sky,2022-03-24 00:55:04
481,Sungairaya,ID,0.7,108.9,82.92,72,84,3.87,broken clouds,2022-03-24 00:55:04
482,Turkistan,KZ,43.0,68.0,38.46,83,100,7.94,overcast clouds,2022-03-24 00:55:05
483,Burnie,AU,-41.0667,145.9167,63.99,53,21,10.56,few clouds,2022-03-24 00:55:05
484,Polyanka,UA,50.2584,27.6881,41.68,67,3,7.49,clear sky,2022-03-24 00:55:05
485,Shelburne,CA,44.0787,-80.2041,32.9,98,100,20.29,overcast clouds,2022-03-24 00:51:01
486,Nadym,RU,65.5333,72.5167,1.27,96,41,7.38,scattered clouds,2022-03-24 00:55:06
487,Gunnedah,AU,-30.9833,150.25,76.82,56,100,5.14,moderate rain,2022-03-24 00:55:06
488,Mount Isa,AU,-20.7333,139.5,92.97,29,11,12.66,few clouds,2022-03-24 00:55:06
489,Boyolangu,ID,-8.1181,111.8935,80.42,82,97,2.91,overcast clouds,2022-03-24 00:55:07
490,Gigmoto,PH,13.7796,124.39,83.37,70,10,7.27,clear sky,2022-03-24 00:55:07
491,Tandil,AR,-37.3217,-59.1332,62.44,96,80,6.85,heavy intensity rain,2022-03-24 00:55:07
492,Havoysund,NO,70.9963,24.6622,28.63,55,100,13.15,overcast clouds,2022-03-24 00:55:08
493,Aklavik,CA,68.2191,-135.0107,-7.42,91,100,14.2,overcast clouds,2022-03-24 00:55:08
494,Tomatlan,MX,19.9333,-105.25,74.73,37,25,5.1,scattered clouds,2022-03-24 00:50:58
495,Zigong,CN,29.3416,104.7769,60.94,72,100,1.81,overcast clouds,2022-03-24 00:55:08
496,Carutapera,BR,-1.195,-46.02,75.31,97,100,5.61,moderate rain,2022-03-24 00:55:09
497,Aswan,EG,24.0934,32.907,54.7,32,0,4.61,clear sky,2022-03-24 00:55:09
498,Ishigaki,JP,24.3448,124.1572,68.13,77,75,5.75,broken clouds,2022-03-24 00:55:09
499,Lerik,AZ,38.7726,48.4128,29.12,99,94,2.73,light snow,2022-03-24 00:55:10
500,Byron Bay,AU,-28.65,153.6167,80.94,80,29,4.12,scattered clouds,2022-03-24 00:55:05
501,Teya,RU,60.3778,92.6267,9.88,96,100,2.66,overcast clouds,2022-03-24 00:55:10
502,Asau,RO,46.4333,26.4,29.32,68,0,5.97,clear sky,2022-03-24 00:55:10
503,Nortelandia,BR,-14.4547,-56.8028,73.89,93,57,4.18,broken clouds,2022-03-24 00:55:11
504,Anaco,VE,9.4389,-64.4728,81.12,50,6,9.33,clear sky,2022-03-24 00:55:11
505,Balikpapan,ID,-1.2675,116.8289,83.39,79,20,4.61,few clouds,2022-03-24 00:55:11
506,Luanshya,ZM,-13.1367,28.4166,60.67,99,45,3.83,light rain,2022-03-24 00:55:12
507,Longyearbyen,SJ,78.2186,15.6401,-0.56,65,40,10.36,scattered clouds,2022-03-24 00:55:12
508,Hurghada,EG,27.2574,33.8129,55.44,62,0,9.22,clear sky,2022-03-24 00:55:12
509,Weihe,CN,32.9952,105.3247,46.27,98,100,4.56,overcast clouds,2022-03-24 00:55:13
510,Lagoa,PT,39.05,-27.9833,59.25,70,100,11.61,overcast clouds,2022-03-24 00:55:13
511,Semey,KZ,50.4111,80.2275,21.47,87,97,15.88,overcast clouds,2022-03-24 00:55:13
512,Hun,LY,29.1268,15.9477,47.34,61,0,3.98,clear sky,2022-03-24 00:55:14
513,Salgar,CO,5.965,-75.9654,65.48,98,99,3.36,light rain,2022-03-24 00:55:14
514,Manzil Salim,TN,35.8567,8.4765,45.41,80,95,7.38,overcast clouds,2022-03-24 00:55:15
515,Matara,LK,5.9485,80.5353,77.07,85,96,5.35,overcast clouds,2022-03-24 00:55:15
516,Teguise,ES,29.0605,-13.564,55.62,72,20,10.36,few clouds,2022-03-24 00:55:15
517,Ulladulla,AU,-35.35,150.4667,65.77,81,100,0.02,overcast clouds,2022-03-24 00:55:16
